sentiment,text
-1,"@shannamoakler http://twitpic.com/7s8p5 - Yeah that's the story of my life, and that pooor puppy "
-1,Excuse me @btubquiz - can has interesting question please? Afternoon = bleh  [*nudge nudge* @lexiphanic]
-1,@bryanchin87 @prakashdaniel I choke on Shisha  Safa still?
1,@xnattsx not top bad thanks  and you?
-1,must get my butt out to see more shows/concerts. Last one I've been to was Spice Girls 
-1,"Oh no, was meant to go to the post office before it closed  hope they don't return my package"
1,"@MissMillions lololol...Good afternoon Miss MiL-Li-YONZ  Long night, ay? lol..Hope you're feeling better.."
1,"@vampirefreak101 Hey thanks a lot for you coverage in Motepulciano,  congrats girl!!!!  You make me so happy!!! "
1,"@modus_operandi what is zaceed!? Also, nice tat @markdamgaard. "
-1,@thehappyhours I'm so sorry 
1,"quote of the day:people maybe won't remember what you said or did, but they will remember how you made them feel... "
-1,My favorite part of the Tonight Show w/ Jay Leno is Jaywalking! Loved it! Will miss it! 
1,Just got home. About to leave for another grad party 
1,@zwalkk could you make yourself look like any more of a stoner punk?! sheesh.. let me remind u: 4/20- not a real holiday 
1,"holy careful cropping, batman!    http://bit.ly/iNjhI"
1,"@writinginrain lol, i have too many favorites. thanks tho. "
-1,"My god this book is like listening to a record on repeat 170,000 times. I GET IT! AID TO AFRICA HASN'T &amp; WON'T HELP. Shut The Fuck Up! .. "
1,@WeirdKidd its never too early or too late 
-1,"Ugh,my laptop randomly stopped working...*Panick*-Oh no,what have i done?! "
1,@Mickie_1 thanks 
1,@minamic: Very true. 
1,hung with the boy. tomorrowwwwwwwww;; seeing Up with emma and Bribear!  i'm so excited.
-1,@MissJoJoSmith Aw poor Subo 
-1,@KickingBuckets paul has a huge yin. Like a baby's arm 
-1,@LaMisty_Elite the mikey worm! It's a virus. Some kid hacks into ur acct. I don't know how 2 get rid of it! HELP!!! 
1,My ppl already at Carribean Fusion... heard its poppin... 
-1,@nerdydork LOL! the thing that sucks for me is that I almost got my nose pierced today but I couldn't since i'm not 16 
1,@romaiel Not a good time for a relationship.  Maybe a good time for a few flings though. He's young. She's young. They've got years.
-1,still recovering from this weekend.  at least I'm off today...
1,Finally done all my coursewrok thank god! Time to chillax 
-1,I have got such a sore stomach!!! At home sulking 
1,off for a BBQ this aft! 
-1,@nantastiic she was in a coma after a car accident 
-1,watchen the FRESH PRINCE OF BEL-AIR...still missen da hubby.. 
1,"is asking, does Kris Allen has a Twitter account?  "
1,"@tferraro @soverpeck @rhetter ACTUALLY...a potato is a tuber, but it's also known as a root vegetable...hey I'm Irish and know my spuds "
1,"@NathanFillion im watching slither, its 4:30 am... im gunna have nightmares (worth it though lol great movie "
1,New on Etsy: Baseball stud earrings 7$  http://bit.ly/7S33G
-1,Is going home late today after tiring loooooong day of work..... 
1,@boomx17 hey nothign have you checked out my website yet? 
-1,Eating dinner with Tubby. He doesn't want any cow's tongue 
-1,@zara19 I tried convincing my parents but it was no good. They don't want me to have a pet 
1,@3aneeda ma 36ach ma 3a6anee... the QUEEN of online shopping 
1,@sarah_cawood I've fed the rays off Grand Cayman. It was awesome 
-1,JUST ME AND THESE FOUR WALLS AGAIN la la la la la..................... screams! i dont like thunder! 
1,"@kd0bik not great this morning... got a stomach bug and was sick.... but doing better now, just laying in bed reading tweets! "
-1,"lol @rosiehancock Misunderestimated - whats wrong with that word? Also, been thinking bout your harsh truth and I have to say u are right "
1,@Theprettyartist I undestand the 'vicar types' comment now 
1,@lakersnation went 2 the 3rd one in grade7. dat was unforgettable. Maddog was dancing n everything.  i seriously want a parade dis year 2.
1,@catherinequinn9 wasn't doing anything particularly interesting just did the school run with the kiddies haha 
-1,Sad I still cant seem to preorder a sim free/payg 3GS. Get the impression because I'm happy with Â£15 p/m instead of Â£30 I'll have to wait 
1,#followfriday wonderwoman @VelcroShoes is seriously the only follow I recommend she's ultra COOL!  enough said FOLLOW HER! 
1,"@onesugarplease had an awesome weekend thanks, lots of miles on the bike!  hope your paella was good "
-1,Sick daddy  send prayer his way
1,@worshipmeonly haha her reality show was pretty hilarious! 
1,+ICU+ the countdown begins! This Friday @ the Dragonfly! ICU on da dancefloor 
-1,It's raining fucking harrrrrd. 
-1,@ work  wanting to be at the fight with the rest of the guys.
1,Oooo Kardashians is on twice 
-1,my sister's friend threw something at her head &amp; now it's bleeding. 
1,@tr74fpp Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip 
1,will get blackberry this sunday !!! 
1,The real estate market in Tulare county is so awesome right now!  Lots of buyer's &amp; not enough seller's...that is my problem right now!  
-1,"Ok, apparently BOTH broadcast sites are killing my machine today, so broadcast called off. Sorry. "
-1,@annaoboe I feel guilty for stealing your Hart tweet now  I don't think he will actually reply an answer though
-1,"great run tonight, now off to bed.. got to get up earlier to do my morning workout.. gonna be a long day tomorrow! got to go back to work "
-1,"On my way home, giving twin atlantic a miss. couldnt even get into the courtyard they were in. Thats twice ive missed them now! "
-1,I know I've said this a million times before but...I really wish I wasn't allergic to hair dye 
-1,@TheIntriguing1 I think it's more of a respitiry infection 
-1,@nadalnews that's awful 
1,@fromtheold is that like the sequel to Mathematica?  I like a lot of what that guy does.  Seems to be a bona fide genius 
1,@KristenLihos want to come for dessert? 
1,"@persiankiwi are you able to upload?  Otherwise, DM me "
1,This One Is For You - Free Marketing  | MangoOrangeï¿½ http://tinyurl.com/p5nssr
-1,keep having bad dreams these days...can't sleep well 
-1,someone needs to bring be drugs. i wish to not have a sore throat any longer advil/tylenol seem not not work anymore 
1,"happy at last! I have a picture already here in twitter,,, "
1,@pattiblaine Thanks! I'm trying to be a good patient 
-1,"Lastnight...FCKING SUCKED. I balled my eyes out. I miss Alex a lot  &amp; Marybeth's a bitch, and no, I'm not cencoring it, &amp; IDGAF."
-1,@Edwardo01 awwww what a shame... cant get that picture to work 
1,"@chrisaffair haha, I AM! but beware, its addicting "
-1,"@sweet_exile It really is quite a while!  Oh well, preview next week."
-1,is really BORED!!!   http://plurk.com/p/13cyrd
-1,im trying to convince alexis to stay up with me and ryan... i dont think its working so well! 
-1,@mattfincham OH NO! not Tony  me sad now...
1,@ObsessedDiamond http://www.alexandraburkeofficial.com/forums/ click 'register' and you're away!  Don't forget to introduce yourself!
-1,I swear there is something in this house that gives me THE worst headaches. 
-1,@betsymaebartlet hurts even more when it's one of your best friends 
1,@do0dlebugdebz of course! Hehee live the manga. Tho I haven't read all of em'  one of the best shojo's EVER.
1,Thanks to the following for their awesome input: @StealingTheSun @ElizabethJoan @Schonste @ms_treesap @Beaudine  Thank yous &lt;3
-1,"@lolitztoeknee Awww, I'm sorry "
1,I'm driving my JellyBean and eating them at the same time LOL dassss igggnant but cuuuze 
-1,"#weekofwin I WON 2 sim cards  the blood the pain... I'm upset, feel robbed, but will continue for my search... N97box reviews to come ..."
-1,typical - went home and got changed.  put my rugby jumper on cos i thought it was a bit chilly and now the suns out 
-1,@fashionismo ahhhh &quot;Sold Out&quot; 
1,23 or 24ï¿½C possible today. Nice 
1,is wishing you a lovely evening 
1,"@FzMcFadden No worries, was looking for some retail activity  Thanks though"
-1,Stinkin' Rushkies score  1-1
-1,Having way too many issues with my macbook pro. and its been 4 days since i got it.  Going to the store tomorrow.
1,Finally at homeeeeeeeeeeeeeeeeeee 
1,"@garethb2  That's awesome, much love for the Gareth clan."
1,@keza34 @pob34 dont worry  @Dojie likes me really 
-1,@JenBunnyy i read jon and kate filed divorce papers this afternoon  plus a possible custody battle...i feel so bad for those adorable kids
-1,mandy doens't even like noodles! that's insane! 
-1,Doing my hair with my icky thumb was a challenge. Accidentally banged it and it's started bleeding again 
1,"@10rdBen That, Sir Abraham, is a fantastic approach. Thank you. "
1,"@hotlantabuzz â¢ *blushing* Me too, me too!!!  Hahahaha"
-1,"hillsong tom. night, and dad's birthday! i wish i could see him on his bday though. "
-1,hate my sis 
1,"@Dribbby me too, its bad isn't it? doing well on your biology?  http://myloc.me/2hBr"
-1,I am so stressed 
-1,@laurensbite What the....? I am so jealous! Where do we go for coverage? The &quot;go here for details&quot; wasn't clickable   Happy 4 you!!!!
-1,#Haveyouever dated a guy who has a better looking brother...dam this always happens 2 me 
1,"@ABBSound Ð´Ð°. Ð¼Ð¾Ð¹ ÐºÐ°Ðº ÑÐ°Ð· Ð¿Ð¾Ð¶ÑÐ°Ð», Ð·Ð°Ð»ÐµÐ· Ð½Ð° ÑÐºÐ°Ñ Ð¸ Ñ?Ð¿Ð¸Ñ. Ð¾ÑÐ°ÑÑ Ð½Ð¾ÑÑÑ Ð±ÑÐ´ÐµÑ ÐºÐ¾Ð³Ð´Ð° Ð²ÑÑ?Ð¿Ð¸ÑÑ?Ñ? "
1,UP in 3d movie date 
-1,"@VintageQueen1 ooooh, poor megan.  braces aren't that bad..."
-1,Damn you bbs there is no parking 
-1,"After 3 days of Safari 4 it seems as it finally grew up, and Firefox got fat and old "
1,@SaschaScarpulla i grew up with a siberian husky - spoiled me for life  love the name Valentino 
1,Any plans for this weekend? I'm going to Tokyo. YAY! I can't wait for shopping at Forever21!!  Gonna have a girls night. maybe;)
1,"@mitchelmusso, but the previews are still awesome! "
1,"At work, protecting the innocent weak from the guilty strong.  "
1,"@jakeashley http://twitpic.com/6gcq4 - it's freaking awesome,haha love the monacle "
-1,I think a homeless person took a bath in my mouth while I was sleeping 
1,@JD_Faery battery pushing will be a global phenomenon by 2012 trust me 
-1,@erincampos the rain is in the jar. my stupidity included 
-1,@Lipvixen Did your Curves Lady look like Summer Glau?  Knowing the answer is probably 'no' 
1,MMMMM.... i-ceam woo finished the preface of twific production 
-1,@TheEllenShow I wish I was in Chicago 
1,@MarianSpier I want to come to the lecture so keep me posted 
1,Busy Busy weekend! Wow! Just finished a cake smash shoot for my son's 2nd birthday this week. Messy fun was had by all 
-1,@MupNorth better than this place...ew   i just need to ask about the area..i really don't know london...oh also if they allow pets!!! ;)
-1,"i ask ah man why life so boring, if its because we poor ppl. he said YUP WE = NO JOB, NO MONEY = NO LIFE "
1,"@BondiVet Sean has something for you, make sure he passes it on this week... "
1,@smilingme76 haha thanks 
1,@TJThyne Congrats on the renewal! I'm so excited that I get to keep my &quot;Hodgie&quot; for at least two more years! 
1,I'm home. . . . . 
1,Chilling in the garden 
1,"@michiev why, thank you!  "
-1,"@umado Sadly I didn't have a Fred, or a Barney, or a Betty   Pics will be up on the BBC Cornwall website tomorrow!"
1,CL Sweet 
1,feeling a little crafty. 
-1,"aww mann, my i-pod ear phones just bummed out. damm u apple!!! "
-1,@jo_whit  Of course I do.
-1,Summer of checking out colleges back east for &quot;T&quot;. Graduating class of 2010... Holy shit!  
1,"@wendywings hehe, better than nothing! What did you end up baking? "
-1,@sherwinsteel and I still didn't get anything 
1,"@nellleo If you have any Lotus Connections questions, let me know and I can answer them! "
1,"@Pandaran Coffee, for now!  I probably have enough tequila in my liver to tide me over for a while "
-1,I wish today was bagel day 
1,@bethbabezz did you have a good time at the party beth? 
1,"@tommcfly  Tom, I guess you aren't photogenic, because you live is beautiful, perfect. you surprised me "
-1,yay new addition to my sims family!! i dont want the baby to grow up 
1,Hair came out ok...short and sassy 
1,Download Opera Browser Free! Supporting Web Standards   http://bit.ly/w1WIR
1,hungova n feelin very sorry 4 maself!! had a wicked nyt wit the girlies tho! luv them soooooo much 
1,@rockinrose theres no such thing as chicargin 
1,"siting on my TI lessons and finishing my movie.  peace kids, bless ya ^^"
-1,"@stepheneyre Also ill, wishing to be at home having tea and soup. "
1,@KSBong  Scrabbles fun.. pac man makes me nervous to play.. those stupid little ghosts chasing you  are you playing scrabble by yourself?
-1,All of the rollercoasters I make in rollercoaster tycoon are considered ultra-intense  I'm just too extreme for them...
-1,@augustjoki @ryannielsen Office printer does not work for us- Canon MF4370dn - improperly installed driver error 
1,I've prepared My School Thingy. 
-1,Feels like shit and can't get any sleep  meh
-1,@jarich The latter 
1,@mactavish no worries   I'm told a Twitterific fix is just waiting for Apple to get around to approving it.
1,@DaisyReyes ohh ok! thanks! i'll add you tomorrow! because i'm too lazy to open my ym! hehe! 
1,@DENISE_RICHARDS you looked beautiful!! 
-1,Walk is canceled today       It is pouring in Olive Branch.
-1,"@girrlonthewing Ha, well you'd be surprised at the things that will keep people busy for hours  and I want a kitty too "
-1,Some dark clouds in #indiavotes #indiavotes09 #India #election : vote bank politics and dynastic politics / sycophants still rules. 
1,@wolfgnards awesome. Thanks for letting me know. I look forward to getting to know u. I am going to follow u now that I know who u are 
-1,I left my heart @holdenbeach  Hoping to go back for a couple of days around the fourth
-1,I wish I had the Sims 3 
1,@Krrrrsty didnt know you were solo for the game tonight. We should have watched the game together. Maybe next time. 
-1,"omg.. omg David Carradine is dead  omg... yeah im in tears, such a talented guy ((("
-1,@shesorinchen oh god I hate that. I hate seeing it. Im so sorry 
-1,Tammy Tanusagarn not playing Wimbledon this year  Her Dad now helping my son
1,Finished my 2nd song for the day. The bro @Mannthjerk is laying a verse on my new JERKIN track. Cant wait for you guys to hear it 
-1,Rip Roaring headache  snuggling down for a bit.
1,@donnbh I would love to think the walnut cheesecake is healthy *lol* maybe just the walnut 
1,"And great to see @StephAgresta, as always! "
1,@rrcarter interesting idea - note get policy 
-1,"@rubiety it was just far too much food period, even it there had been no spice I couldn't have "
1,Easter Show... meh? got an Audrey poster though 
-1,My tum-tum is so upset today. Owies. 
-1,"find out the way to display Thai language, use adodb.php instead of msaccess.php, but some errors for inserting, updating "
1,@ThisIsRobThomas yay!!! that made my evening 
1,@azamroselan No.. not Tinseltown bunny.. We're going to a.. FASHION SHOW! Isn't that more exciting than Tinseltown?  Come to London!! 
1,@MarcusGdaCeleb hehe..you know I had to call you out on that! 
-1,"going to now attempt to write my english essay due tomorrow, and i haven't even started "
-1,@AlpacaFarmgirl Couldn't get the page to open. 
-1,damn! just realized it was last weeks  chapter...no manga this week 
-1,I have been sitting here and I still can't seem to figure out a creative tweet for my #squarespace entry 
1,@littlefurybug WOOOO!  *sends a virtual marshmallow of congratulations* x
-1,Lost and Found  saw a cat that had been hit by car (on Shattuck betw. King and San Pablo): I was.. http://tinyurl.com/qq6l3m
-1,"i want to watch the star trek movie... but instead i'm here, sad day "
1,"@atchoo haha i'll send you the link to the vid, Gus was being his cool self but CJ was pure presh! "
1,"except the fact i totally HATE my Linguistics teacher. i feel pretty fine. tomorrow wedding, today im going home... life's good. "
-1,migraines are EVIL. but anyone who has ever had one knows that. especially when NOTHING helps. 
-1,"Home, and thinking which unfortunately was the thing I didn't want to do the most!!! "
-1,"I'm off today. Would luv to be going to Anfield tonight,but have no ticket  My mum is going to watch my 9 yr old cousin play in interval"
-1,"Bah, still no internets. BT have done their job, but @bebroadband  have ballsed up. "
-1,"@troytaylor86 I copied &amp; pasted, not workin for me "
1,off to make my confirmation..lata tweeps 
-1,@JazNicole yes. Boo. But I can't forward.  u know effin loved.
1,@Kremnster I see that 
-1,On way home from the beach... Listening to the Hannity show. Back to reality &amp; the Recession 
-1,WhAt iS tHis iM in onE oF the MOst gHetto if not the GHettoEST sTorE evEr. Cant wAIt to geT hoMe.   &lt;3KisS mY SaSS (as In SaSsy)&lt;3
1,@FashionPrisoner good shit yesterday 
-1,"@ARetzena kasia and i tried to go last night and it was insanely busy, didn't even eat anything "
1,ooh @sarahwong don't forget to check out Reguliersbreestraat in the evening  you're gonna have such a good time!!
-1,"Just woke up, thinking about my drawing style...whaaaa i'm such a lazy ass "
1,@LadyWoodpecker I have been looking at your photo gallery - love the pictures 
1,@theDebbyRyan DEBBY! i've met u b4 and talked to u on the phone/radio b4! 
1,@michelle_416 Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip 
1,Done some positive affirmation now back to the Japanese yay for bank holiday Monday 
-1,Hey @kknyrass ayyyyy whats up no solo FC 4 U I C   (kknyrass live &gt; http://ustre.am/1g6e)
-1,i miss seeing @NickSwisher at Sox games 
1,@beameanie Sounds like you had a similar movie experience. I blame Jason. He attracts kids. Maybe u just knowing him attracts kids to u 
1,what! babe!! lol  its not my fault! your the one with a hottie butt!!
-1,"@tommcfly plz say &quot;Happy Birthday Or , Roni &amp; Mickey!&quot; plz plz plz  xx"
1,@BonesCrazy24 They'll have to face the music someday! 
-1,"someone please drive me down to a farm, let me feed pigs and ride horses! anyone know a farmer?who will let me?  ambition for life now. &lt;3"
1,Sittin in class...still recovering from all of CC's Tweets last nite 
1,@futureai09 i know and first hour doesn't start til 11:00!!!! 
1,looking for pals on twitter - say hello and follow me 
-1,@kentwalls i heard once u get 1 they r addictive. i can't wait to get my first tat but have to wait till i move out.house rule no tats 
-1,i fail for not bringing my pop bottle for discount refills.  -Just.
-1,been a boring weekend after a wonderful week! Such is life. 
-1,"Week 2 of training, exam 1 "
1,SO EXCITED to dress ULTRA 80'S FOR SET TOMORROW!!!! OOOOOOhhhh the make-up ideas I am getting 
-1,I wish we didn't have to leave today. 
-1,@Tamarzipan dunno...just my mums card...my mum didnt buy me it.... 
-1,"Going to bed, to tired to watch end of movie "
-1,@cakiiebakiie my ethics personal studyy  it's gonna be evilll.
1,"I wanted to resist, but couldnï¿½t... Iï¿½m following Oprah! "
-1,is the worst sister in the world!  http://plurk.com/p/x55cv
1,@cambriadetken ahh lucky I have one more week and then finals! I'm a junior too  I'm graduating a semester early ))
-1,"Had a dire day,  my 3 year old was burnt with hot water and is now bandaged head to toe in bed  Hurts my heart to hear him cry in pain "
1,"@SuperWiki http://twitpic.com/49c6e - I love this picture of the guys !  Of course, Jensen stays in character   Jared wants to belt ou ..."
1,@MikeMckenzy Jack &quot;The Fridge&quot; Mckenzy.   maybe he'll play for da Bears one day
-1,studying for exams 
1,"@ajaedandridge lol, goodnight holla @ you later! "
-1,Trying to stop thinking about it all and failing at it miserably 
1,now end of work.....go home...make some to eat and listen to some gangsta shit 
-1,cant find anything to watch on the tv 
-1,"When I woke up this morning I thought that's all a terrible nightmare but it's true, Candice got released. I still can't believe it. "
1,@tommcfly You are reading the saga of twilight ? I read all are amazing  you enjoying this? answer me and make me happy â¥
-1,"if it's summer, where's the sun? if it's vacation, why am I still here? I wanna go to California "
1,@emmaXIII i'm sorry to hear about college i hope stuff get's better 
1,@kcneon I like it too. Especially since it cost $0 since she borrowed it from a friend. 
1,@EGO_so_BIG lmao sorry boooo  i kno now
-1,"@darvin111 you don't even care about there, their, and they're.  "
1,Test is over! The shelter door still works!  I'm going out to make some changes to the closets I ordered.
1," Tired.It's Monday.School,Smelyalata - . -''"
1,#MrTweet I recommend @WebArchitects because it's my company 
-1,"Gunna go try and take an ice cold shower,even tho i hate cold showers. My whole body is on fire "
1,"@gfalcone601 gi this sounds stupid, can u not tell any1 bout the pic tht we sent of siobhan cos no1 can no about it! reply so we no plz  x"
1,me and @MegannAliice are having a nice chat on msn 
-1,"Fail, Dorans don't have my phone  Although the barman did say they can turn up a few days later so fingers crossed!"
1,"cant sleep, had the weirdest nightmares in my life, got the lights on now, said my prayers! i guess im not sleeping anytime soon "
-1,Finally get to lay down for a bit i have a major headache 
1,hey who wants to go swimming at Rachel's?! 
1,"even though he spelt Ellie wrong, im so happy!  yay"
1,@charwills19 one day i will get a new laptop and you can have mine 
-1,"Wedding today... not mine :L  urgh, I hate having to dress up    Nobody gets that though.... *total tomboy*"
-1,paying tribute to ed rip 
-1,EWWW!!! one of the small campers just put melted chocolate in my hair...you see what i get for leaving the office and try to be helpful 
-1,oh what a night 
1,currently: putting the finishing touches together for my new/old blog - looking for a wp theme with integrated twitter and having a brew 
1,friends  tomorrow we wil rock the Club ;D
-1,It's lovely outtttttttt.. won't last long though.. supposed to get worst storms of the year tonight &amp; probably tornados. 
-1,Sun burns are noooo fun  I'm bored...sittin at home watching Bride Wars with my sister =D Have a good weekend everyone =D
-1,@dompap Beer me five? I'm confused 
-1,I don't miss iStock until it goes away 
-1,Grandpa has pnemonia  in the hospital for 3 days. Sucks! But he will get better!
-1,"is at work, throat is still sore "
-1,hey taylor do you know of anywhere i can see the dateline nbc thing from last night i missed it 
-1,my phone kept on dying on me. no warranty. 
-1,"im starving now, hix... "
-1,"Can anyone tell me how to create a story from scratch on whrrl.com? Trying, but not succeeding. In fact, can't even figure out step 1! "
1,@raechelmakena yay! he can become bffs with my choxie 
-1,@MyBigBreak  Meeps.  I haven't been following Susan Boyle news - is she having a hard time with the fame machine?  
1,"ï¿½ i am loving china glaze, does anyone have any suggestions on nice colours ? "
1,@Ezsther gefeliciteerd! 
1,DAMN  Made $274/hr. probably going for even more.
-1,@CLDWL YES i noticed u were gpne  OCEANCURRENTS
-1,@lolstephy pls just shutup about splendour n dont talk about it till next year... 
1,"@ispikedthepunch um, i'm kind of in love with Joe and follow the whole band like an obessive fangirl. so yes i like the show "
1,Go here and chat with me  http://bit.ly/JpLJQ
1,I just watched the movie &quot;THE NOTEBOOK&quot; &amp; it was a good film 
1,@CashiToHo We have more of a dressing code than a uniform. I was always jealous of girls from religious schools who had to wear skirts. 
-1,@F_A_B_ULOUS all are taken dear 
1,best day ever. first day of summer and i have lines 
1,is You to me are everything  (music) *singing* http://plurk.com/p/wxonj
1,"@ebellis FoSho. SilverTail is one company to watch. Right solution, right time. We share common interest, bizlogic flaws. "
1,@emzzz321 So? You said to me &quot;Youtube is my home.&quot; Saaaaaaaahhhdd.... 
1,Happy Victoria Day folks ! 
1,@Flo_05 awww you missed me???  hehe sorry!! oh and i found your other rubber .
-1,@PettyshkaDM nooo  you're so lucky that you have Twitter in the phone. I'm jealous of you 
-1,"I don't like the trendy arm on my couch, you can't lean on it "
-1,@samahsharif ohh great  xoxo
-1,here we go againn.... 
-1,chris ryan deleted the reply he sent to me!  i will go and cry now
1,Impulse purchasing a FlipFold after seeing Sheldon use one in The Big Bang Theory  http://bit.ly/cFgNN
-1,ahhh - sunshine...but that means gardening too 
1,@likeomgitserika haha. Yup! I had to find the strongest cologne after watching SAW 5. LOL.  Scents sorta affect the unconscious. 
-1,"Yeah, getting a sty on the inside of your eyelid turns out to be not so much fun. ouchie. "
-1,@j3_Vaillancourt I will watch what I say 
1,"@xmayaarix ooohh I haven't heard of those, will have to try to find them at the bookstore or Staples later thanks for the rec! "
-1,"@goldswallow very very little, for money is a little tight this month sadly "
-1,@Pmelks did you ever end up finishing it? and p.s. you're wearing my shoes  we really need to note who's is who's loll.
-1,aish. i didn't get my majors 
1,"is well bored in Science, meant to be revising "
1,Big headache. But rollercoasters are insanely fun  I conquered the titan.
-1,"Ok, now that they've &quot;christened&quot; their new ball park... we can beat them now! LOL! Oh Bees..... "
1,"I love the day after a show, it's so wonderfully lazy.  @susjelut Gewoon en beetje verkouden, niets speciaals."
1,@merlinsbeard Right?  I hate making decisions!  Are we going to lunch today?  Call you in 10 
-1,still trying to book a hotel in London for may...can anyone rec a hotel? budget chain hotels are all full 
1,@xsparkage lmao! my mom and I used to make jokes about ramming speed all the time! you influenced me recalling some fond memories. 
-1,@DevonShameless unfortunately my madre booked the plane ticket to philly on the 18th  we'll figure something outttt&lt;3
-1,"xcadaverx, poor guy. it's really over... "
-1,"@deidre_1922  ummmmhmmm SURE YOU ARE! LOL and I'm in NUPEVILLE, Indiana! LOL"
1,@molds13 get your butt on Vevmo and gab with me and Stacee 
1,looking forward to a week off 
1,@Maryssfromparis have fun in Hawaii !!!  &amp;you know it will be more fun . haha . love ya girl ! keep up the awsome work !
1,2day Was a Great Day... My Friends Are Soooo Cool  nighty night
-1,Happy I get to hear Lupe's New song...sucks that it got leaked but It makes me happy to rap...if only I had some chance to be signed 
1,@FeliciaSlattery Good for you to give yourself the experience...and your girls' the role model!! 
1,Brrr.  Looks like it might snow on Sunday.  Need to make some homey warm winter food.  Stew anyone?    http://bit.ly/f7mLH
-1,Watching the Super 14 final.  Not hopeful for the Chiefs... 
-1,not im school today yayy ! bt jt  have to study  not cool
-1,"@tinja69 say that again in english: you cant go because its on a school night, but you want to go "
1,"@ddlovato hope you're having fun in europe  come to manchester, UK! better than london ;) xox"
1,Off To Church! 
1,"@fistikal Agreed again....stable, good build quality, and good specs. "
-1,"@defythestars why, what happen? "
1,Yipee just signed up for an e-course with @creativethurs  So happy been waiting for this for so LONG!
1,I just signed my lease.  let the moving fun begin!  
-1,@MandyyJirouxx  ur now going to have 7 yrs of bad luck. sorry 
-1,@cookio  are you going to remove me ?  
-1,headache 
-1,"@delustre He's still in hosp, Joss says he prob needs more plastic surgery... Police were amazed that he made it, apparently... "
1,@ddlovato Yes Please. Im So Excited (: This Albums Goiing ToO Be The Best Ever.      Arghhh 
1,@Bridget_D hey i aint mad at u for the run...love to eat...that's why i work out!! hit me up if u eva wanta runnin partner 
-1,Not a good end to night... Magic lose and I got really sick! 
-1,@Sharisssse uh ohhh nooo good. 
1,@moosep No worries. I didn't take it as a harse comment.  Sorry you've had a rough day.
-1,@DIVACANDICEM  I was looking forward to seeing you on TV again. I hated the news I saw this morning!
1,@blitzergrayson Yes. &amp; you're from Bulacan 
-1,There is a helicoptor above my house shining that search light everywhere! Omg... 
1,@NBCConnecticut - Post a complaint about the teacher at www.TeacherComplaints.com  Tell your friends and other students to do the same 
-1,is swamped at work...not too many updates coming from me today 
-1,@shankargan That's not a good news 
-1,@DropDeadAmy But I dont wanna go anywhere cuz im talking to Ryan. and I cant talk to him if im not at home 
1,@emilyivey I didn't know you had a blog! URL pleazzzze! 
-1,"Time for a break. Lunch, a cuppa and catch some rays. My brain's aching from sitting at PC for hours doing Uni work "
1,@JustBeeingBee shut up im tired of talkin to your stupid ass  go read my status and let it soak in to your sad ass
-1,we were together for like 7 months.. it hurts pretty bad. especially  when you feel like it hurts you way more than them 
1,Life doesn't have an undo button...but it DOES have a new document tab. 
1,@ie89master It will be all about /Lebron &amp; Shaq..and Hideo?  
1,We showing the lakers how to do magic 
-1,@dolcevita10 yeah me to 
1,Thunder and lightning. Woo! Awesome  #fb
1,http://twitpic.com/7gqv6 - Just a 5 min walk from the house 
-1,@Lhasapso killed my itunes  uninstalling.?
-1,"had a good night, but sad tomorrow is andys last dayy "
-1,"has woken up feeling like crap,so is going back to bed for a while "
1,"thanks to all who are following me, much appreciated "
1,@nicsknots am currently making cordial - thanks for the recipe.  Finally I have citric acid - loads of it 
1,@hollymadison123 sounds like fun! 
-1,@Silentending I'm over worked... I need beer... Abs found out I'm working the Monday public holiday 
-1,@w00dRabbit *appalled* But I am always good.... *sigh* 
-1,ive gotta go to school soon!   WHY I DONT EVEN LIKE SMOOTHIES!
-1,@lrnevil i wish   still depends really.  im going to start the school on the 22nd but i just realized there is orientation for it and
1,@EastDallasAlice thanx 
-1,@iamdiddy he needs to come to da hornets 
1,@ravensvoice Saw @CBR asking for peeps at Heroes Con. You know I'm good for helping out at SDCC. 
1,@s_soliloquy Cool. I'm inside. 
-1,@bludog61 Mornin! I missed it.  I was at my friends bday
1,"@SofiaMiller why do you know Tagalog? i'm not really a native speaker of Tagalog, but i know some stuff.  this is cool! lol."
-1,"@piparkaq Yep, it's a tough world  Totally haven't played any rhythm games for a loooong time."
-1,"my camera is not working, holy eeeffff "
1,@DEEJAY_BOOGIE ya we did trying to beat traffic but ya hope to be back soon 
1,@JoeJonas1Fan1 i LOVE that song!!!  its an amazing song..cant wait to see her at the concert
1,"is discovering the coolness that is blip.fm, in case it wasn't clear "
1,@FelicityMoore I mass &quot;marked as read&quot;. Then quickly scanned the April ones just in case I hadn't read something important 
-1,Heartbroken again!!!  
1,changed my twitter background finally 
1,"oh man...only 4 days of school left, and I'm pretty sure I exempt out of all my exams...oh man oh man "
-1,"@trouble0106 Yikes, what happened to your hand? Poor you! "
1,"Good morning everyone!! I hope you have a fabulous day! I miss you, hannah. I love you Jake &lt;3 be safe everyone. "
1,@FranKoUK guitar lessons soundsss good  when?  xx
-1,Mmm hot tub at a friends place... felt great! Did nothing for my knee/ankle.  
-1,I am so burnt! 
-1,@joeferg hope everything is okay 
